Problema;Variable;Claúsulas;K;MejoraLocal;Previo;PartirVars;TLectura;TBúsqueda;TTotal;SAT
CNF/SATPlanV48C261.cnf;48;261;K25;N;N;N;0.0008866786956787109;0.05867815017700195;0.05959916114807129;SAT
CNF/SATPlanV48C261.cnf;48;261;K25;N;N;Y;0.0008866786956787109;0.0583951473236084;0.05931663513183594;SAT
CNF/UNSATaimV50C80.cnf;50;80;K05;N;N;N;0.0003769397735595703;0.07790160179138184;0.07834243774414062;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K05;N;N;Y;0.0003769397735595703;0.07775282859802246;0.07814669609069824;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K10;N;N;N;0.0003769397735595703;0.07754969596862793;0.0779423713684082;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K10;N;N;Y;0.0003769397735595703;0.07764625549316406;0.07803916931152344;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K15;N;N;N;0.0003769397735595703;0.07745623588562012;0.07785677909851074;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K15;N;N;Y;0.0003769397735595703;0.07758092880249023;0.07797431945800781;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K20;N;N;N;0.0003769397735595703;0.07764053344726562;0.07804989814758301;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K20;N;N;Y;0.0003769397735595703;0.07765698432922363;0.07806634902954102;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K25;N;N;N;0.0003769397735595703;0.07764267921447754;0.07803535461425781;UNSAT
CNF/UNSATaimV50C80.cnf;50;80;K25;N;N;Y;0.0003769397735595703;0.0774834156036377;0.07789278030395508;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K05;N;N;N;0.00039124488830566406;24.2346293926239;24.235048055648804;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K05;N;N;Y;0.00039124488830566406;24.24998641014099;24.250427722930908;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K10;N;N;N;0.00039124488830566406;22.94510817527771;22.94555115699768;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K10;N;N;Y;0.00039124488830566406;22.9252827167511;22.925729513168335;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K15;N;N;N;0.00039124488830566406;25.338022708892822;25.338467836380005;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K15;N;N;Y;0.00039124488830566406;25.33308482170105;25.333532571792603;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K20;N;N;N;0.00039124488830566406;25.85339856147766;25.853842973709106;UNSAT
CNF/UNSATaimV50C100.cnf;50;100;K20;N;N;Y;0.00039124488830566406;25.834775924682617;25.83522367477417;UNSAT
