Problema;Variable;Claúsulas;K;MejoraLocal;Previo;PartirVars;TLectura;TBúsqueda;TTotal;SAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K05;N;N;Y;0.03734159469604492;35.44169735908508;35.47958469390869;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K10;N;N;N;0.03734159469604492;33.85435199737549;33.89223623275757;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K10;N;N;Y;0.03734159469604492;33.89218807220459;33.93010187149048;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K15;N;N;N;0.03734159469604492;34.024582386016846;34.06247425079346;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K15;N;N;Y;0.03734159469604492;34.06607127189636;34.10399103164673;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K20;N;N;N;0.03734159469604492;36.763033628463745;36.800936222076416;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K20;N;N;Y;0.03734159469604492;36.77635955810547;36.81427335739136;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K25;N;N;N;0.03734159469604492;50.29420328140259;50.33210015296936;UNSAT
CNF/UNSATBFCircuitosV865C2783_2.cnf;865;2783;K25;N;N;Y;0.03734159469604492;50.31397008895874;50.351876735687256;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K05;N;N;N;0.054898738861083984;22.715209007263184;22.771101236343384;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K05;N;N;Y;0.054898738861083984;22.730663537979126;22.78589677810669;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K10;N;N;N;0.054898738861083984;22.657971382141113;22.71315360069275;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K10;N;N;Y;0.054898738861083984;22.713066816329956;22.768221855163574;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K15;N;N;N;0.054898738861083984;22.839194536209106;22.894355535507202;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K15;N;N;Y;0.054898738861083984;22.88048815727234;22.93566060066223;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K20;N;N;N;0.054898738861083984;24.122814893722534;24.1779842376709;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K20;N;N;Y;0.054898738861083984;24.121651887893677;24.176902770996094;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K25;N;N;N;0.054898738861083984;25.830642700195312;25.885847091674805;UNSAT
CNF/UNSATBFCircuitosV865C2784.cnf;865;2784;K25;N;N;Y;0.054898738861083984;25.862794876098633;25.918200254440308;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K05;N;N;N;0.024679183959960938;7.988520860671997;8.014077186584473;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K05;N;N;Y;0.024679183959960938;7.991842746734619;8.016685009002686;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K10;N;N;N;0.024679183959960938;8.020039796829224;8.04487919807434;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K10;N;N;Y;0.024679183959960938;8.038724422454834;8.063557863235474;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K15;N;N;N;0.024679183959960938;8.018895387649536;8.043729782104492;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K15;N;N;Y;0.024679183959960938;8.011785984039307;8.036615371704102;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K20;N;N;N;0.024679183959960938;7.983916521072388;8.008749723434448;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K20;N;N;Y;0.024679183959960938;8.007797241210938;8.032628297805786;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K25;N;N;N;0.024679183959960938;7.99333643913269;8.018167972564697;UNSAT
CNF/UNSATBFCircuitosV985C2324.cnf;985;2324;K25;N;N;Y;0.024679183959960938;7.993064880371094;8.017896175384521;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K05;N;N;N;0.00966954231262207;15.604618072509766;15.614673852920532;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K05;N;N;Y;0.00966954231262207;15.531481981277466;15.541340589523315;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K10;N;N;N;0.00966954231262207;15.586672067642212;15.596551656723022;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K10;N;N;Y;0.00966954231262207;15.50765085220337;15.517596006393433;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K15;N;N;N;0.00966954231262207;15.5233314037323;15.533256530761719;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K15;N;N;Y;0.00966954231262207;15.528673887252808;15.538573026657104;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K20;N;N;N;0.00966954231262207;15.522404432296753;15.532326459884644;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K20;N;N;Y;0.00966954231262207;15.583776235580444;15.593679904937744;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K25;N;N;N;0.00966954231262207;15.526435852050781;15.536366939544678;UNSAT
CNF/UNSATCircuitosV986C2315.cnf;986;2315;K25;N;N;Y;0.00966954231262207;15.56114649772644;15.571069478988647;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K05;N;N;N;0.12670493125915527;59.979108810424805;60.106441497802734;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K05;N;N;Y;0.12670493125915527;59.70038175582886;59.827749490737915;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K10;N;N;N;0.12670493125915527;59.320863246917725;59.44822549819946;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K10;N;N;Y;0.12670493125915527;59.5913667678833;59.718724489212036;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K15;N;N;N;0.12670493125915527;67.67632746696472;67.80369853973389;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K15;N;N;Y;0.12670493125915527;67.54900693893433;67.67637062072754;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K20;N;N;N;0.12670493125915527;41.0530686378479;41.18042516708374;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K20;N;N;Y;0.12670493125915527;41.09327578544617;41.220627546310425;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K25;N;N;N;0.12670493125915527;59.292908668518066;59.42024326324463;UNSAT
CNF/UNSATBFCircuitosV1040C3668_2.cnf;1040;3668;K25;N;N;Y;0.12670493125915527;59.32444190979004;59.45177936553955;UNSAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K05;N;N;N;0.014457941055297852;50.75167465209961;50.767345905303955;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K05;N;N;Y;0.014457941055297852;50.70117425918579;50.71615290641785;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K10;N;N;N;0.014457941055297852;50.69173002243042;50.7067174911499;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K10;N;N;Y;0.014457941055297852;50.55974888801575;50.574697971343994;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K15;N;N;N;0.014457941055297852;50.60450482368469;50.619436740875244;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K15;N;N;Y;0.014457941055297852;50.40165996551514;50.41659903526306;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K20;N;N;N;0.014457941055297852;50.70013499259949;50.71508288383484;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K20;N;N;Y;0.014457941055297852;51.00126028060913;51.01626133918762;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K25;N;N;N;0.014457941055297852;50.98777675628662;51.00274848937988;SAT
CNF/SATBFCircuitosV1207C2940.cnf;1207;2940;K25;N;N;Y;0.014457941055297852;50.60957050323486;50.62461447715759;SAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K05;N;N;N;0.026585817337036133;32.645116567611694;32.672648191452026;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K05;N;N;Y;0.026585817337036133;32.564690589904785;32.59152793884277;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K10;N;N;N;0.026585817337036133;32.647900104522705;32.67474937438965;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K10;N;N;Y;0.026585817337036133;32.440367460250854;32.46726846694946;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K15;N;N;N;0.026585817337036133;32.579060554504395;32.60589528083801;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K15;N;N;Y;0.026585817337036133;32.433000564575195;32.45983123779297;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K20;N;N;N;0.026585817337036133;32.632728815078735;32.659648180007935;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K20;N;N;Y;0.026585817337036133;32.54064464569092;32.5675482749939;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K25;N;N;N;0.026585817337036133;32.524874448776245;32.55176115036011;UNSAT
CNF/UNSATBFCircuitosV1339C3249.cnf;1339;3249;K25;N;N;Y;0.026585817337036133;32.508859634399414;32.53574299812317;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K05;N;N;N;0.042249441146850586;31.322134733200073;31.364970922470093;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K05;N;N;Y;0.042249441146850586;31.563274383544922;31.605790376663208;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K10;N;N;N;0.042249441146850586;31.5365469455719;31.579097032546997;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K10;N;N;Y;0.042249441146850586;31.58914041519165;31.631654739379883;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K15;N;N;N;0.042249441146850586;31.689918994903564;31.732436180114746;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K15;N;N;Y;0.042249441146850586;31.53663969039917;31.579159259796143;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K20;N;N;N;0.042249441146850586;31.69702649116516;31.739554405212402;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K20;N;N;Y;0.042249441146850586;31.64391016960144;31.686431884765625;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K25;N;N;N;0.042249441146850586;31.55161142349243;31.59412407875061;UNSAT
CNF/UNSATCircuitosV1355C3296.cnf;1355;3296;K25;N;N;Y;0.042249441146850586;31.56454634666443;31.607061624526978;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K05;N;N;N;0.04392886161804199;31.74586844444275;31.790441751480103;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K05;N;N;Y;0.04392886161804199;31.566589832305908;31.61077857017517;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K10;N;N;N;0.04392886161804199;31.734982013702393;31.779172897338867;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K10;N;N;Y;0.04392886161804199;31.70112943649292;31.745321035385132;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K15;N;N;N;0.04392886161804199;31.806272745132446;31.850475311279297;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K15;N;N;Y;0.04392886161804199;31.72146773338318;31.7656729221344;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K20;N;N;N;0.04392886161804199;31.73491621017456;31.77910017967224;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K20;N;N;Y;0.04392886161804199;31.742330312728882;31.7865252494812;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K25;N;N;N;0.04392886161804199;31.71867060661316;31.7628755569458;UNSAT
CNF/UNSATCircuitosV1359C3321.cnf;1359;3321;K25;N;N;Y;0.04392886161804199;31.678074836730957;31.722274780273438;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K05;N;N;N;0.04447484016418457;31.62032723426819;31.665432453155518;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K05;N;N;Y;0.04447484016418457;31.534916400909424;31.579657554626465;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K10;N;N;N;0.04447484016418457;31.812791109085083;31.857523441314697;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K10;N;N;Y;0.04447484016418457;31.841309070587158;31.88605785369873;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K15;N;N;N;0.04447484016418457;31.86131453514099;31.906049489974976;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K15;N;N;Y;0.04447484016418457;31.836223125457764;31.880972146987915;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K20;N;N;N;0.04447484016418457;31.83764386177063;31.882390022277832;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K20;N;N;Y;0.04447484016418457;31.794835805892944;31.83957052230835;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K25;N;N;N;0.04447484016418457;31.83052682876587;31.8753023147583;UNSAT
CNF/UNSAT_V1359C3321.cnf;1359;3321;K25;N;N;Y;0.04447484016418457;31.709426403045654;31.754159688949585;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K05;N;N;N;0.04857516288757324;31.328447580337524;31.377673149108887;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K05;N;N;Y;0.04857516288757324;31.49145483970642;31.54027009010315;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K10;N;N;N;0.04857516288757324;31.385795831680298;31.434650659561157;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K10;N;N;Y;0.04857516288757324;31.299164533615112;31.3480007648468;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K15;N;N;N;0.04857516288757324;31.510406255722046;31.559234142303467;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K15;N;N;Y;0.04857516288757324;31.330540895462036;31.379361391067505;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K20;N;N;N;0.04857516288757324;31.277849197387695;31.326696395874023;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K20;N;N;Y;0.04857516288757324;31.3614981174469;31.410344123840332;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K25;N;N;N;0.04857516288757324;31.311699628829956;31.360525131225586;UNSAT
CNF/UNSATBFCircuitosV1363C3361.cnf;1363;3361;K25;N;N;Y;0.04857516288757324;31.362935543060303;31.411762952804565;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K05;N;N;N;0.05436587333679199;27.926703453063965;27.981662034988403;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K05;N;N;Y;0.05436587333679199;27.931329488754272;27.985945463180542;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K10;N;N;N;0.05436587333679199;28.023622035980225;28.078250408172607;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K10;N;N;Y;0.05436587333679199;28.138898134231567;28.19351553916931;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K15;N;N;N;0.05436587333679199;28.02163314819336;28.07624340057373;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K15;N;N;Y;0.05436587333679199;28.06738257408142;28.12201476097107;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K20;N;N;N;0.05436587333679199;28.02563166618347;28.080248594284058;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K20;N;N;Y;0.05436587333679199;27.996299743652344;28.050933122634888;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K25;N;N;N;0.05436587333679199;27.88006067276001;27.934695720672607;UNSAT
CNF/UNSATBFCircuitosV1363C3361_2.cnf;1363;3361;K25;N;N;Y;0.05436587333679199;27.895513772964478;27.950119018554688;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K05;N;N;N;0.014574527740478516;41.53692054748535;41.55206751823425;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K05;N;N;Y;0.014574527740478516;41.299782276153564;41.31461024284363;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K10;N;N;N;0.014574527740478516;41.48203253746033;41.496856927871704;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K10;N;N;Y;0.014574527740478516;41.674201011657715;41.68904709815979;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K15;N;N;N;0.014574527740478516;41.800666093826294;41.81551194190979;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K15;N;N;Y;0.014574527740478516;41.73869848251343;41.753539085388184;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K20;N;N;N;0.014574527740478516;41.70071625709534;41.715556621551514;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K20;N;N;Y;0.014574527740478516;41.820719718933105;41.83556151390076;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K25;N;N;N;0.014574527740478516;41.616719245910645;41.63156080245972;UNSAT
CNF/UNSATBFCircuitosV1365C3369.cnf;1365;3369;K25;N;N;Y;0.014574527740478516;41.649330615997314;41.66416525840759;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K05;N;N;N;0.047326087951660156;32.71475696563721;32.762686014175415;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K05;N;N;Y;0.047326087951660156;32.73210859298706;32.7799346446991;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K10;N;N;N;0.047326087951660156;32.33615446090698;32.38397455215454;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K10;N;N;Y;0.047326087951660156;32.53784894943237;32.58559608459473;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K15;N;N;N;0.047326087951660156;32.74453783035278;32.7921941280365;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K15;N;N;Y;0.047326087951660156;32.59450173377991;32.64217281341553;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K20;N;N;N;0.047326087951660156;32.67395544052124;32.721606492996216;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K20;N;N;Y;0.047326087951660156;32.63550543785095;32.6831750869751;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K25;N;N;N;0.047326087951660156;32.65459394454956;32.70225167274475;UNSAT
CNF/UNSATBFCircuitosV1371C3383.cnf;1371;3383;K25;N;N;Y;0.047326087951660156;32.71926212310791;32.76692080497742;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K05;N;N;N;0.05609631538391113;29.23897886276245;29.295865297317505;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K05;N;N;Y;0.05609631538391113;29.25058603286743;29.306921005249023;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K10;N;N;N;0.05609631538391113;29.303881406784058;29.36023759841919;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K10;N;N;Y;0.05609631538391113;29.471316814422607;29.52765917778015;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K15;N;N;N;0.05609631538391113;29.398125886917114;29.454465627670288;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K15;N;N;Y;0.05609631538391113;29.46659016609192;29.522951364517212;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K20;N;N;N;0.05609631538391113;29.38761854171753;29.443953037261963;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K20;N;N;Y;0.05609631538391113;29.471909046173096;29.52826762199402;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K25;N;N;N;0.05609631538391113;29.473240852355957;29.529574871063232;UNSAT
CNF/UNSATBFCircuitosV1371C3383_2.cnf;1371;3383;K25;N;N;Y;0.05609631538391113;29.4514901638031;29.5078547000885;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K05;N;N;N;0.020615100860595703;41.26980257034302;41.29100751876831;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K05;N;N;Y;0.020615100860595703;41.193434953689575;41.21434140205383;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K10;N;N;N;0.020615100860595703;41.08116340637207;41.10203170776367;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K10;N;N;Y;0.020615100860595703;41.420424699783325;41.441304206848145;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K15;N;N;N;0.020615100860595703;41.31783437728882;41.33872580528259;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K15;N;N;Y;0.020615100860595703;41.43280506134033;41.45370650291443;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K20;N;N;N;0.020615100860595703;41.45300507545471;41.47388577461243;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K20;N;N;Y;0.020615100860595703;41.5407919883728;41.56166434288025;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K25;N;N;N;0.020615100860595703;41.500802755355835;41.52167749404907;UNSAT
CNF/UNSATBFCircuitosV1371C3401.cnf;1371;3401;K25;N;N;Y;0.020615100860595703;41.74378442764282;41.764681577682495;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K05;N;N;N;0.01695871353149414;36.45440912246704;36.47199320793152;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K05;N;N;Y;0.01695871353149414;36.69342398643494;36.71064472198486;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K10;N;N;N;0.01695871353149414;36.737417221069336;36.754650592803955;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K10;N;N;Y;0.01695871353149414;36.77142000198364;36.78864932060242;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K15;N;N;N;0.01695871353149414;36.718831300735474;36.7360565662384;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K15;N;N;Y;0.01695871353149414;36.65346622467041;36.67069864273071;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K20;N;N;N;0.01695871353149414;36.89070701599121;36.90793037414551;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K20;N;N;Y;0.01695871353149414;36.844701290130615;36.86192083358765;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K25;N;N;N;0.01695871353149414;36.85171627998352;36.8689501285553;UNSAT
CNF/UNSATBFCircuitosV1373C3391.cnf;1373;3391;K25;N;N;Y;0.01695871353149414;36.74233841896057;36.75957155227661;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K05;N;N;N;0.016271591186523438;42.41108846664429;42.4279682636261;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K05;N;N;Y;0.016271591186523438;42.53037190437317;42.546908140182495;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K10;N;N;N;0.016271591186523438;42.82508182525635;42.84163165092468;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K10;N;N;Y;0.016271591186523438;42.71576118469238;42.73230028152466;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K15;N;N;N;0.016271591186523438;42.82061743736267;42.83718299865723;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K15;N;N;Y;0.016271591186523438;42.82957363128662;42.84610080718994;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K20;N;N;N;0.016271591186523438;42.793466091156006;42.810017824172974;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K20;N;N;Y;0.016271591186523438;42.81606912612915;42.83260703086853;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K25;N;N;N;0.016271591186523438;43.02728724479675;43.043845415115356;UNSAT
CNF/UNSATBFCircuitosV1379C3417.cnf;1379;3417;K25;N;N;Y;0.016271591186523438;42.7991943359375;42.81572604179382;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K05;N;N;N;0.017921924591064453;41.86982583999634;41.888375759124756;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K05;N;N;Y;0.017921924591064453;42.081533432006836;42.09971570968628;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K10;N;N;N;0.017921924591064453;42.1456880569458;42.163875579833984;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K10;N;N;Y;0.017921924591064453;42.382527112960815;42.40072154998779;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K15;N;N;N;0.017921924591064453;42.55158972740173;42.569782733917236;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K15;N;N;Y;0.017921924591064453;42.80236077308655;42.820547103881836;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K20;N;N;N;0.017921924591064453;42.574057817459106;42.592238664627075;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K20;N;N;Y;0.017921924591064453;42.72233557701111;42.74052858352661;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K25;N;N;N;0.017921924591064453;42.07026743888855;42.08845400810242;UNSAT
CNF/UNSATBFCircuitosV1379C3417_2.cnf;1379;3417;K25;N;N;Y;0.017921924591064453;42.00276184082031;42.02094316482544;UNSAT
CNF/UNSATBFCircuitosV1379C3423.cnf;1379;3423;K05;N;N;N;0.021503448486328125;36.314513206481934;36.33664870262146;UNSAT
CNF/UNSATBFCircuitosV1379C3423.cnf;1379;3423;K05;N;N;Y;0.021503448486328125;36.35277247428894;36.374547481536865;UNSAT
CNF/UNSATBFCircuitosV1379C3423.cnf;1379;3423;K10;N;N;N;0.021503448486328125;36.324504137039185;36.34629821777344;UNSAT
CNF/UNSATBFCircuitosV1379C3423.cnf;1379;3423;K10;N;N;Y;0.021503448486328125;36.273890256881714;36.29565715789795;UNSAT
CNF/UNSATBFCircuitosV1379C3423.cnf;1379;3423;K15;N;N;N;0.021503448486328125;36.53501224517822;36.556801319122314;UNSAT
